school_name,district,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,exclusionary,exclusionary_ps,district_size,d_black,d_hisp,d_white,d_esol,d_migrant,d_frl,school_name_unique,year,fac_schtype
Dr. George Washington Carver Elementary School,Bryan County,742,36.12,21,10,58,0,1.2,58,0.078167115902965,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Dr. George Washington Carver Elementary School_Bryan County,2018,E
Richmond Hill High School,Bryan County,2168,23.06,17,9,65,0,0.5,216,0.0996309963099631,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Richmond Hill High School_Bryan County,2018,H
Richmond Hill Middle School,Bryan County,1626,24.91,14,8,68,0,0.7,72,0.044280442804428,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Richmond Hill Middle School_Bryan County,2018,M
Richmond Hill Primary School,Bryan County,643,32.35,14,8,68,0,2.6,44,0.0684292379471229,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Richmond Hill Primary School_Bryan County,2018,E
Lanier Primary School,Bryan County,421,68.17,19,4,72,0,1.4,27,0.0641330166270784,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Lanier Primary School_Bryan County,2018,E
Bryan County Elementary School,Bryan County,466,70.82,21,3,69,0,0.9,21,0.0450643776824034,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Bryan County Elementary School_Bryan County,2018,E
Richmond Hill Elementary School,Bryan County,707,37.77,16,8,66,0,2.5,29,0.041018387553041,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Richmond Hill Elementary School_Bryan County,2018,E
Bryan County Middle School,Bryan County,468,72.22,22,3,69,0,0.2,141,0.301282051282051,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Bryan County Middle School_Bryan County,2018,M
Bryan County High School,Bryan County,564,62.59,23,2,70,0,0.4,75,0.132978723404255,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,Bryan County High School_Bryan County,2018,H
McAllister Elementary School,Bryan County,1077,6.41,6,6,81,0,0.3,36,0.0334261838440111,8882,16.1034676874578,7.07228101778879,68.2712226975906,0.923553253771673,0,34.0585678901148,McAllister Elementary School_Bryan County,2018,E
Mill Creek Elementary School,Bulloch County,676,76.33,59,5,30,1,0.4,72,0.106508875739645,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Mill Creek Elementary School_Bulloch County,2018,E
Nevils Elementary School,Bulloch County,410,50.24,13,6,79,0,0.5,9,0.0219512195121951,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Nevils Elementary School_Bulloch County,2018,E
William James Middle School,Bulloch County,649,56.86,45,4,45,0,0.3,103,0.158705701078582,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,William James Middle School_Bulloch County,2018,M
Langston Chapel Elementary School,Bulloch County,551,88.2,59,15,20,2,2.7,59,0.107078039927405,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Langston Chapel Elementary School_Bulloch County,2018,E
Brooklet Elementary School,Bulloch County,686,39.94,11,5,78,0,0,20,0.0291545189504373,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Brooklet Elementary School_Bulloch County,2018,E
Southeast Bulloch High School,Bulloch County,966,43.89,12,5,79,0,0.4,58,0.0600414078674948,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Southeast Bulloch High School_Bulloch County,2018,H
Langston Chapel Middle School,Bulloch County,686,79.3,61,9,24,1,1.6,144,0.209912536443149,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Langston Chapel Middle School_Bulloch County,2018,M
Southeast Bulloch Middle School,Bulloch County,810,46.54,11,4,81,0,0.5,29,0.0358024691358025,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Southeast Bulloch Middle School_Bulloch County,2018,M
Portal Elementary School,Bulloch County,362,76.24,26,9,59,2,3.6,12,0.0331491712707182,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Portal Elementary School_Bulloch County,2018,E
Julia P. Bryant Elementary School,Bulloch County,708,54.52,44,4,45,1,2,27,0.038135593220339,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Julia P. Bryant Elementary School_Bulloch County,2018,E
Statesboro High School,Bulloch County,1645,59.57,49,8,38,1,1.1,471,0.286322188449848,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Statesboro High School_Bulloch County,2018,H
Stilson Elementary School,Bulloch County,342,56.43,6,3,86,0,0,9,0.0263157894736842,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Stilson Elementary School_Bulloch County,2018,E
Portal Middle/High School,Bulloch County,441,60.09,31,7,60,0,0.9,50,0.113378684807256,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Portal Middle/High School_Bulloch County,2018,H
Mattie Lively Elementary School,Bulloch County,515,79.22,59,7,30,1,2.1,16,0.0310679611650485,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Mattie Lively Elementary School_Bulloch County,2018,E
Sallie Zetterower Elementary School,Bulloch County,668,63.47,47,7,37,1,1.3,25,0.0374251497005988,10115,37.1225902125556,6.5268413247652,51.068413247652,1.07981216015818,0.664755313890262,60.5811468116659,Sallie Zetterower Elementary School_Bulloch County,2018,E
Blakeney Elementary,Burke County,779,47.56,68,3,24,0,0,32,0.0410783055198973,3932,65.0384028484232,3.25762970498474,26.82502543235,0,0.0615462868769074,79.5927772126144,Blakeney Elementary_Burke County,2018,E
Burke County Middle School,Burke County,989,94.39,66,4,26,0,0,353,0.356926188068756,3932,65.0384028484232,3.25762970498474,26.82502543235,0,0.0615462868769074,79.5927772126144,Burke County Middle School_Burke County,2018,M
S G A Elementary School,Burke County,242,68.64,53,5,36,1,0,8,0.0330578512396694,3932,65.0384028484232,3.25762970498474,26.82502543235,0,0.0615462868769074,79.5927772126144,S G A Elementary School_Burke County,2018,E
Burke County High School,Burke County,1191,92.08,66,2,28,0,0,501,0.420654911838791,3932,65.0384028484232,3.25762970498474,26.82502543235,0,0.0615462868769074,79.5927772126144,Burke County High School_Burke County,2018,H
Waynesboro Primary School,Burke County,731,76.99,63,4,26,0,0,18,0.0246238030095759,3932,65.0384028484232,3.25762970498474,26.82502543235,0,0.0615462868769074,79.5927772126144,Waynesboro Primary School_Burke County,2018,E
Henderson Middle School,Butts County,813,86.96,31,4,61,0,0.1,323,0.397293972939729,3320,32.2954819277108,4.13222891566265,59.0668674698795,0.686987951807229,0,86.9888554216868,Henderson Middle School_Butts County,2018,M
Hampton L. Daughtry Elementary School,Butts County,492,86.99,34,8,55,0,0,61,0.123983739837398,3320,32.2954819277108,4.13222891566265,59.0668674698795,0.686987951807229,0,86.9888554216868,Hampton L. Daughtry Elementary School_Butts County,2018,E
Stark Elementary School,Butts County,540,87.04,24,2,68,0,0,18,0.0333333333333333,3320,32.2954819277108,4.13222891566265,59.0668674698795,0.686987951807229,0,86.9888554216868,Stark Elementary School_Butts County,2018,E
Jackson Elementary School,Butts County,513,86.94,42,5,45,0,4.1,43,0.0838206627680312,3320,32.2954819277108,4.13222891566265,59.0668674698795,0.686987951807229,0,86.9888554216868,Jackson Elementary School_Butts County,2018,E
Jackson High School,Butts County,962,87.01,32,3,62,0,0.1,259,0.269230769230769,3320,32.2954819277108,4.13222891566265,59.0668674698795,0.686987951807229,0,86.9888554216868,Jackson High School_Butts County,2018,H
Calhoun County High School,Calhoun County,198,87.3,96,3,1,0,0,55,0.277777777777778,579,92.7512953367876,3.84974093264249,2.54922279792746,0,0.424870466321244,84.7658549222798,Calhoun County High School_Calhoun County,2018,H
Calhoun County Elementary School,Calhoun County,246,94.38,90,5,3,1,0,9,0.0365853658536585,579,92.7512953367876,3.84974093264249,2.54922279792746,0,0.424870466321244,84.7658549222798,Calhoun County Elementary School_Calhoun County,2018,E
Calhoun County Middle School,Calhoun County,135,63.53,93,3,4,0,0,30,0.222222222222222,579,92.7512953367876,3.84974093264249,2.54922279792746,0,0.424870466321244,84.7658549222798,Calhoun County Middle School_Calhoun County,2018,M
Mamie Lou Gross Elementary School,Camden County,517,58.03,33,4,52,0,0.4,78,0.150870406189555,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Mamie Lou Gross Elementary School_Camden County,2018,E
Saint Marys Middle School,Camden County,963,47.25,21,10,59,0,0.3,74,0.0768431983385255,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Saint Marys Middle School_Camden County,2018,M
Saint Marys Elementary School,Camden County,640,52.66,20,8,61,0,0.8,32,0.05,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Saint Marys Elementary School_Camden County,2018,E
Camden Middle School,Camden County,1021,55.34,24,6,59,0,0.5,88,0.0861900097943193,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Camden Middle School_Camden County,2018,M
Crooked River Elementary School,Camden County,552,49.09,17,12,62,0,1.8,36,0.0652173913043478,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Crooked River Elementary School_Camden County,2018,E
Matilda Harris Elementary School,Camden County,567,49.38,22,10,57,0,0.9,39,0.0687830687830688,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Matilda Harris Elementary School_Camden County,2018,E
Woodbine Elementary School,Camden County,369,65.58,24,2,68,0,0,14,0.037940379403794,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Woodbine Elementary School_Camden County,2018,E
Kingsland Elementary School,Camden County,388,56.7,12,9,68,0,1,32,0.0824742268041237,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Kingsland Elementary School_Camden County,2018,E
David L Rainer Elementary School,Camden County,425,58.82,22,8,60,0,0,16,0.0376470588235294,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,David L Rainer Elementary School_Camden County,2018,E
Sugarmill Elementary,Camden County,510,43.33,20,8,63,0,0.6,30,0.0588235294117647,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Sugarmill Elementary_Camden County,2018,E
Camden County High School,Camden County,2535,42.88,23,7,61,0,0.4,237,0.093491124260355,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Camden County High School_Camden County,2018,H
Mary Lee Clark Elementary School,Camden County,499,52.1,25,10,56,0,1.4,3,0.00601202404809619,8986,22.2888938348542,7.75461829512575,60.2279100823503,0.604128644558202,0,49.9441419986646,Mary Lee Clark Elementary School_Camden County,2018,E
Metter High School,Candler County,570,90,31,16,50,2,1.4,64,0.112280701754386,2051,29.1023890784983,20.0638712823013,46.6372501218918,3.02345197464651,3.19648951730863,90.004324719649,Metter High School_Candler County,2018,H
Metter Middle School,Candler County,508,89.96,31,19,46,3,2.4,106,0.208661417322835,2051,29.1023890784983,20.0638712823013,46.6372501218918,3.02345197464651,3.19648951730863,90.004324719649,Metter Middle School_Candler County,2018,M
Metter Elementary School,Candler County,973,90.03,27,23,45,4,4.3,9,0.0092497430626927,2051,29.1023890784983,20.0638712823013,46.6372501218918,3.02345197464651,3.19648951730863,90.004324719649,Metter Elementary School_Candler County,2018,E
Sharp Creek Elementary School,Carroll County,533,77.86,21,13,56,0,6.4,17,0.0318949343339587,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Sharp Creek Elementary School_Carroll County,2018,E
Bowdon Middle School,Carroll County,302,62.58,10,6,75,0,0.3,35,0.115894039735099,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Bowdon Middle School_Carroll County,2018,M
Temple Middle School,Carroll County,444,68.02,16,6,72,0,0.7,42,0.0945945945945946,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Temple Middle School_Carroll County,2018,M
KidsPeace,Carroll County,62,90.21,45,5,47,0,0,0,0,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,KidsPeace_Carroll County,2018,H
Providence Elementary School,Carroll County,416,60.1,6,4,84,0,1.4,19,0.0456730769230769,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Providence Elementary School_Carroll County,2018,E
Mount Zion Elementary School,Carroll County,622,76.37,10,16,68,0,8,17,0.0273311897106109,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Mount Zion Elementary School_Carroll County,2018,E
Central Middle School,Carroll County,878,52.16,11,10,74,0,2.6,63,0.071753986332574,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Central Middle School_Carroll County,2018,M
Temple High School,Carroll County,654,56.57,17,7,70,0,0.8,81,0.123853211009174,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Temple High School_Carroll County,2018,H
Bay Springs Middle School,Carroll County,778,57.71,21,9,61,0,1.2,141,0.181233933161954,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Bay Springs Middle School_Carroll County,2018,M
Mt. Zion Middle School,Carroll County,319,68.65,9,11,74,0,0.9,18,0.0564263322884013,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Mt. Zion Middle School_Carroll County,2018,M
Mt. Zion High School,Carroll County,400,62.25,10,10,72,0,1,36,0.09,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Mt. Zion High School_Carroll County,2018,H
Villa Rica Middle,Carroll County,491,66.6,29,9,53,0,1,71,0.144602851323829,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Villa Rica Middle_Carroll County,2018,M
Roopville Elementary School,Carroll County,343,47.81,2,6,87,0,1.2,3,0.0087463556851312,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Roopville Elementary School_Carroll County,2018,E
Ithica Elementary,Carroll County,705,51.21,23,9,59,0,2.4,7,0.0099290780141844,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Ithica Elementary_Carroll County,2018,E
Whitesburg Elementary School,Carroll County,279,64.52,7,7,81,0,1.4,11,0.039426523297491,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Whitesburg Elementary School_Carroll County,2018,E
Glanton-Hindsman Elementary,Carroll County,594,67,29,8,54,0,2.5,4,0.00673400673400673,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Glanton-Hindsman Elementary_Carroll County,2018,E
Villa Rica Elementary School,Carroll County,436,70.18,20,12,57,0,3.9,11,0.0252293577981651,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Villa Rica Elementary School_Carroll County,2018,E
Temple Elementary School,Carroll County,548,70.62,26,5,61,0,1.5,12,0.0218978102189781,14282,17.2600476123792,8.76228819493068,66.6795966951407,2.37227979274611,0,59.7732880548943,Temple Elementary School_Carroll County,2018,E
